법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,법령구분명,시행일자,법령상세링크
245813,현행,해외진출기업의 국내복귀 지원에 관한 법률 시행규칙,해외진출기업복귀법 시행규칙,011943,20221201,00486,산업통상자원부령,20221201,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245813&type=HTML&mobileYn=&efYd=20221201
251007,현행,해운법,,001743,20230516,19415,법률,20230516,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251007&type=HTML&mobileYn=&efYd=20230516
247159,현행,해운법 시행령,,005600,20230103,33201,대통령령,20230105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247159&type=HTML&mobileYn=&efYd=20230105
243709,현행,해운법 시행규칙,,008695,20220630,00553,해양수산부령,20220630,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243709&type=HTML&mobileYn=&efYd=20220630
192519,현행,해저광물자원 개발법,해저광물자원법,001863,20170321,14679,법률,20170922,/DRF/lawService.do?OC=sapphire_5&target=law&MST=192519&type=HTML&mobileYn=&efYd=20170922
195894,현행,해저광물자원 개발법 시행령,,005603,20170726,28212,대통령령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195894&type=HTML&mobileYn=&efYd=20170726
201874,현행,해저광물자원 개발법 시행규칙,,008702,20180126,00287,산업통상자원부령,20180126,/DRF/lawService.do?OC=sapphire_5&target=law&MST=201874&type=HTML&mobileYn=&efYd=20180126
210257,현행,핵융합에너지 개발진흥법,핵융합에너지법,010357,20190827,16534,법률,20190827,/DRF/lawService.do?OC=sapphire_5&target=law&MST=210257&type=HTML&mobileYn=&efYd=20190827
195470,현행,핵융합에너지 개발진흥법 시행령,핵융합에너지법 시행령,010410,20170726,28210,대통령령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195470&type=HTML&mobileYn=&efYd=20170726
199208,현행,행복일터가꾸기위원회의 설치ㆍ운영에 관한 규칙,,013023,20171124,00469,중앙선거관리위원회규칙,20171124,/DRF/lawService.do?OC=sapphire_5&target=law&MST=199208&type=HTML&mobileYn=&efYd=20171124
239561,현행,행정구역 조정업무 처리에 관한 규칙,,008707,20220113,00312,행정안전부령,20220113,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239561&type=HTML&mobileYn=&efYd=20220113
252959,현행,행정권한의 위임 및 위탁에 관한 규정,행정위임위탁규정,005612,20230725,33642,대통령령,20230725,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252959&type=HTML&mobileYn=&efYd=20230725
238823,현행,행정규제기본법,,001360,20220104,18682,법률,20220705,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238823&type=HTML&mobileYn=&efYd=20220705
228039,현행,행정규제기본법 시행령,,005615,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=228039&type=HTML&mobileYn=&efYd=20210105
241929,현행,행정기관 소속 위원회의 설치ㆍ운영에 관한 법률,행정기관위원회법,010893,20220426,18852,법률,20220426,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241929&type=HTML&mobileYn=&efYd=20220426
227053,현행,행정기관 소속 위원회의 설치ㆍ운영에 관한 법률 시행령,행정기관위원회법 시행령,010953,20210105,31378,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227053&type=HTML&mobileYn=&efYd=20210105
242103,현행,행정기관의 공모전 운영에 관한 규정,,014279,20220509,32628,대통령령,20220810,/DRF/lawService.do?OC=sapphire_5&target=law&MST=242103&type=HTML&mobileYn=&efYd=20220810
254233,현행,행정기관의 조직과 정원에 관한 통칙,,005617,20230830,33686,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254233&type=HTML&mobileYn=&efYd=20230830
246871,현행,행정기본법,,014041,20221227,19148,법률,20230628,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246871&type=HTML&mobileYn=&efYd=20230628
242623,현행,행정기본법 시행령,,014156,20220524,32650,대통령령,20230324,/DRF/lawService.do?OC=sapphire_5&target=law&MST=242623&type=HTML&mobileYn=&efYd=20230324
170996,현행,행정대집행법,,001365,20150518,13295,법률,20151119,/DRF/lawService.do?OC=sapphire_5&target=law&MST=170996&type=HTML&mobileYn=&efYd=20151119
176245,현행,행정대집행법 시행령,,005618,20151118,26641,대통령령,20151119,/DRF/lawService.do?OC=sapphire_5&target=law&MST=176245&type=HTML&mobileYn=&efYd=20151119
245299,현행,행정사법,,001025,20221115,19034,법률,20221115,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245299&type=HTML&mobileYn=&efYd=20221115
252081,현행,행정사법 시행령,,005619,20230627,33575,대통령령,20230627,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252081&type=HTML&mobileYn=&efYd=20230627
232751,현행,행정사법 시행규칙,,008710,20210609,00257,행정안전부령,20210610,/DRF/lawService.do?OC=sapphire_5&target=law&MST=232751&type=HTML&mobileYn=&efYd=20210610
254631,현행,행정소송규칙,,014499,20230831,03108,대법원규칙,20230831,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254631&type=HTML&mobileYn=&efYd=20230831
195052,현행,행정소송법,,001218,20170726,14839,법률,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195052&type=HTML&mobileYn=&efYd=20170726
249041,현행,행정심판법,,001363,20230321,19269,법률,20230321,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249041&type=HTML&mobileYn=&efYd=20230321
223821,현행,행정심판법 시행령,,005621,20201208,31222,대통령령,20201210,/DRF/lawService.do?OC=sapphire_5&target=law&MST=223821&type=HTML&mobileYn=&efYd=20201210
219717,현행,행정심판법 시행규칙,,008712,20200619,01623,총리령,20200701,/DRF/lawService.do?OC=sapphire_5&target=law&MST=219717&type=HTML&mobileYn=&efYd=20200701
196200,현행,행정안전부 및 그 소속청 소관 비영리법인의 설립 및 감독에 관한 규칙,,008715,20170726,00001,행정안전부령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=196200&type=HTML&mobileYn=&efYd=20170726
249477,현행,행정안전부 소관 비상대비에 관한 법률 시행규칙,,008716,20230330,00389,행정안전부령,20230330,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249477&type=HTML&mobileYn=&efYd=20230330
254235,현행,행정안전부와 그 소속기관 직제,,012911,20230830,33688,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254235&type=HTML&mobileYn=&efYd=20230830
254615,현행,행정안전부와 그 소속기관 직제 시행규칙,,012925,20230830,00426,행정안전부령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254615&type=HTML&mobileYn=&efYd=20230830
244139,현행,행정안전부장관의 소속청장 지휘에 관한 규칙,,014318,20220802,00348,행정안전부령,20220802,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244139&type=HTML&mobileYn=&efYd=20220802
235361,현행,행정안전부장관이 시행하는 5급 이상 지방공무원임용시험 시행규칙,,006922,20210907,00274,행정안전부령,20210907,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235361&type=HTML&mobileYn=&efYd=20210907
252055,현행,행정업무의 운영 및 혁신에 관한 규정,행정업무규정,003728,20230627,33575,대통령령,20230627,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252055&type=HTML&mobileYn=&efYd=20230627
252189,현행,행정업무의 운영 및 혁신에 관한 규정 시행규칙,행정업무규정 시행규칙,007319,20230628,00408,행정안전부령,20230628,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252189&type=HTML&mobileYn=&efYd=20230628
239291,현행,행정절차법,,001362,20220111,18748,법률,20230324,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239291&type=HTML&mobileYn=&efYd=20230324
253247,현행,행정절차법 시행령,,005625,20230801,33649,대통령령,20230801,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253247&type=HTML&mobileYn=&efYd=20230801
243859,현행,행정절차법 시행규칙,,008720,20220711,00343,행정안전부령,20220712,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243859&type=HTML&mobileYn=&efYd=20220712
238825,현행,행정조사기본법,,010443,20220104,18682,법률,20220705,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238825&type=HTML&mobileYn=&efYd=20220705
252085,현행,행정조사기본법 시행령,,010515,20230627,33575,대통령령,20230627,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252085&type=HTML&mobileYn=&efYd=20230627
254347,현행,행정중심복합도시건설청 직제,,010080,20230830,33687,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254347&type=HTML&mobileYn=&efYd=20230830
254525,현행,행정중심복합도시건설청 직제 시행규칙,,010157,20230830,01251,국토교통부령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254525&type=HTML&mobileYn=&efYd=20230830
243273,현행,행정중심복합도시 국립박물관단지 운영 및 지원에 관한 법률,행복도시박물관단지법,014298,20220610,18953,법률,20220911,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243273&type=HTML&mobileYn=&efYd=20220911
244547,현행,행정중심복합도시 국립박물관단지 운영 및 지원에 관한 법률 시행령,행복도시박물관단지법 시행령,014330,20220906,32900,대통령령,20220911,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244547&type=HTML&mobileYn=&efYd=20220911
176375,현행,행정협의회의 구성 및 운영에 관한 규칙,,008722,20151116,00043,행정자치부령,20151116,/DRF/lawService.do?OC=sapphire_5&target=law&MST=176375&type=HTML&mobileYn=&efYd=20151116
90415,현행,향교재산법,,000783,20081226,09215,법률,20081226,/DRF/lawService.do?OC=sapphire_5&target=law&MST=90415&type=HTML&mobileYn=&efYd=20081226
85120,현행,향교재산법 시행령,,005631,20080229,20676,대통령령,20080229,/DRF/lawService.do?OC=sapphire_5&target=law&MST=85120&type=HTML&mobileYn=&efYd=20080229
239431,현행,허베이 스피리트호 유류오염사고 피해주민의 지원 및 해양환경의 복원 등에 관한 특별법,허베이호법,010703,20220111,18755,법률,20230112,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239431&type=HTML&mobileYn=&efYd=20230112
221221,현행,허베이 스피리트호 유류오염사고 피해주민의 지원 및 해양환경의 복원 등에 관한 특별법 시행령,허베이호법 시행령,010778,20200826,30977,대통령령,20200828,/DRF/lawService.do?OC=sapphire_5&target=law&MST=221221&type=HTML&mobileYn=&efYd=20200828
160012,현행,헌법연구관 등의 근무성적평정 규칙,,009539,20141002,00330,헌법재판소규칙,20141002,/DRF/lawService.do?OC=sapphire_5&target=law&MST=160012&type=HTML&mobileYn=&efYd=20141002
160014,현행,헌법연구관보 임용의 면제 등에 관한 규칙,,009509,20141002,00333,헌법재판소규칙,20141002,/DRF/lawService.do?OC=sapphire_5&target=law&MST=160014&type=HTML&mobileYn=&efYd=20141002
201744,현행,헌법연구관 인사 규칙,,011775,20180119,00396,헌법재판소규칙,20180119,/DRF/lawService.do?OC=sapphire_5&target=law&MST=201744&type=HTML&mobileYn=&efYd=20180119
233453,현행,헌법재판소 개인정보 보호 규칙,,011654,20210629,00432,헌법재판소규칙,20210629,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233453&type=HTML&mobileYn=&efYd=20210629
247953,현행,헌법재판소 공무원 규칙,,006077,20230130,00455,헌법재판소규칙,20230130,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247953&type=HTML&mobileYn=&efYd=20230130
251189,현행,헌법재판소 공무원 명예퇴직수당 등 지급 규칙,,006078,20230517,00457,헌법재판소규칙,20230517,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251189&type=HTML&mobileYn=&efYd=20230517
224205,현행,헌법재판소공무원 수당 등에 관한 규칙,,006079,20201214,00424,헌법재판소규칙,20210101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=224205&type=HTML&mobileYn=&efYd=20210101
228435,현행,헌법재판소 공무원 직장협의회 설립ㆍ운영에 관한 규칙,,006081,20210105,00426,헌법재판소규칙,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=228435&type=HTML&mobileYn=&efYd=20210105
238171,현행,헌법재판소 공무원 평정 규칙,,006082,20211220,00441,헌법재판소규칙,20211220,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238171&type=HTML&mobileYn=&efYd=20211220
252583,현행,헌법재판소 공무원 행동강령,,010766,20230707,00458,헌법재판소규칙,20230707,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252583&type=HTML&mobileYn=&efYd=20230707
230009,현행,헌법재판소 공용차량 관리 규칙,,011024,20210302,00427,헌법재판소규칙,20210302,/DRF/lawService.do?OC=sapphire_5&target=law&MST=230009&type=HTML&mobileYn=&efYd=20210302
208973,현행,헌법재판소국선대리인의 선임 및 보수에 관한 규칙,,006085,20190619,00407,헌법재판소규칙,20190619,/DRF/lawService.do?OC=sapphire_5&target=law&MST=208973&type=HTML&mobileYn=&efYd=20190619
165350,현행,헌법재판소 규칙의 공포에 관한 규칙,,006086,20141216,00358,헌법재판소규칙,20141216,/DRF/lawService.do?OC=sapphire_5&target=law&MST=165350&type=HTML&mobileYn=&efYd=20141216
239199,현행,헌법재판소 기록물 관리 규칙,,009828,20211231,00443,헌법재판소규칙,20211231,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239199&type=HTML&mobileYn=&efYd=20211231
212905,현행,헌법재판소 당직 및 비상근무 규칙,,006087,20191227,00417,헌법재판소규칙,20191227,/DRF/lawService.do?OC=sapphire_5&target=law&MST=212905&type=HTML&mobileYn=&efYd=20191227
224793,현행,헌법재판소 도서 및 판례 심의위원회 규칙,,006088,20201224,00425,헌법재판소규칙,20210101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=224793&type=HTML&mobileYn=&efYd=20210101
160016,현행,헌법재판소 모범공무원 규칙,,006089,20141002,00336,헌법재판소규칙,20141002,/DRF/lawService.do?OC=sapphire_5&target=law&MST=160016&type=HTML&mobileYn=&efYd=20141002
240097,현행,헌법재판소법,,011233,20220203,18836,법률,20220203,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240097&type=HTML&mobileYn=&efYd=20220203
159990,현행,헌법재판소법 제19조제4항제5호의 연구기관의 범위에 관한 규칙,,009510,20141002,00332,헌법재판소규칙,20141002,/DRF/lawService.do?OC=sapphire_5&target=law&MST=159990&type=HTML&mobileYn=&efYd=20141002
220081,현행,헌법재판소법 제5조제2항제6호의 자문이나 고문의 역할을 한 사람의 범위에 관한 규칙,,013812,20200710,00421,헌법재판소규칙,20201210,/DRF/lawService.do?OC=sapphire_5&target=law&MST=220081&type=HTML&mobileYn=&efYd=20201210
160017,현행,헌법재판소 별정직공무원 규칙,,006091,20141002,00337,헌법재판소규칙,20141002,/DRF/lawService.do?OC=sapphire_5&target=law&MST=160017&type=HTML&mobileYn=&efYd=20141002
241719,현행,헌법재판소 보안업무 규칙,,011148,20220406,00448,헌법재판소규칙,20220406,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241719&type=HTML&mobileYn=&efYd=20220406
241085,현행,헌법재판소 사건의 접수에 관한 규칙,,009912,20220223,00446,헌법재판소규칙,20220223,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241085&type=HTML&mobileYn=&efYd=20220223
234495,현행,헌법재판소 사무관리 규칙,,009827,20210802,00433,헌법재판소규칙,20210802,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234495&type=HTML&mobileYn=&efYd=20210802
247815,현행,헌법재판소 사무기구에 관한 규칙,,006092,20230106,00454,헌법재판소규칙,20230106,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247815&type=HTML&mobileYn=&efYd=20230106
165352,현행,헌법재판소사무처 소관 비영리법인의 설립 및 감독에 관한 규칙,,009583,20141216,00360,헌법재판소규칙,20141216,/DRF/lawService.do?OC=sapphire_5&target=law&MST=165352&type=HTML&mobileYn=&efYd=20141216
233451,현행,헌법재판소사무처 행정심판위원회 규칙,,006094,20210629,00430,헌법재판소규칙,20210629,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233451&type=HTML&mobileYn=&efYd=20210629
243811,현행,헌법재판소사무처 행정업무 등의 전자적 처리에 관한 규칙,,009826,20220707,00450,헌법재판소규칙,20220712,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243811&type=HTML&mobileYn=&efYd=20220712
235487,현행,헌법재판소 심판 규칙,,010574,20210914,00436,헌법재판소규칙,20210914,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235487&type=HTML&mobileYn=&efYd=20210914
244857,현행,헌법재판소 심판절차에서의 전자문서 이용 등에 관한 규칙,,011160,20220928,00451,헌법재판소규칙,20220928,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244857&type=HTML&mobileYn=&efYd=20220928
210000,현행,헌법재판소 심판정 설치에 관한 규칙,,006095,20190719,00414,헌법재판소규칙,20190719,/DRF/lawService.do?OC=sapphire_5&target=law&MST=210000&type=HTML&mobileYn=&efYd=20190719
238167,현행,헌법재판소 인사사무 규칙,,006096,20211220,00441,헌법재판소규칙,20211220,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238167&type=HTML&mobileYn=&efYd=20211220
212697,현행,헌법재판소 자문위원회 규칙,,006097,20191224,00416,헌법재판소규칙,20200101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=212697&type=HTML&mobileYn=&efYd=20200101
249049,현행,헌법재판소장 등의 보수에 관한 규칙,,006098,20230316,00456,헌법재판소규칙,20230316,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249049&type=HTML&mobileYn=&efYd=20230316
165353,현행,헌법재판소장의 권한대행에 관한 규칙,,006099,20141216,00361,헌법재판소규칙,20141216,/DRF/lawService.do?OC=sapphire_5&target=law&MST=165353&type=HTML&mobileYn=&efYd=20141216
165345,현행,헌법재판소 재판관의 법복에 관한 규칙,,010578,20141216,00353,헌법재판소규칙,20141216,/DRF/lawService.do?OC=sapphire_5&target=law&MST=165345&type=HTML&mobileYn=&efYd=20141216
224797,현행,헌법재판소 재판관회의 규칙,,006100,20201224,00425,헌법재판소규칙,20210101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=224797&type=HTML&mobileYn=&efYd=20210101
235437,현행,헌법재판소 정보공개 규칙,,006101,20210914,00437,헌법재판소규칙,20210914,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235437&type=HTML&mobileYn=&efYd=20210914
230569,현행,헌법재판소 정보화심의위원회 규칙,,010951,20210322,00429,헌법재판소규칙,20210322,/DRF/lawService.do?OC=sapphire_5&target=law&MST=230569&type=HTML&mobileYn=&efYd=20210322
208975,현행,헌법재판소 증거조사비용 규칙,,011228,20190619,00409,헌법재판소규칙,20190619,/DRF/lawService.do?OC=sapphire_5&target=law&MST=208975&type=HTML&mobileYn=&efYd=20190619
208976,현행,헌법재판소 증인 등 비용지급에 관한 규칙,,006102,20190619,00410,헌법재판소규칙,20190619,/DRF/lawService.do?OC=sapphire_5&target=law&MST=208976&type=HTML&mobileYn=&efYd=20190619
208977,현행,헌법재판소 참고인 비용지급에 관한 규칙,,006104,20190619,00411,헌법재판소규칙,20190619,/DRF/lawService.do?OC=sapphire_5&target=law&MST=208977&type=HTML&mobileYn=&efYd=20190619
246375,현행,헌법재판소 청원 규칙,,014271,20221216,00453,헌법재판소규칙,20221223,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246375&type=HTML&mobileYn=&efYd=20221223
238215,현행,헌법재판소 표창 등에 관한 규칙,,012782,20211220,00441,헌법재판소규칙,20211220,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238215&type=HTML&mobileYn=&efYd=20211220
235209,현행,헌법재판연구원 운영 규칙,,011364,20210901,00435,헌법재판소규칙,20210901,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235209&type=HTML&mobileYn=&efYd=20210901
248859,현행,헌신영예기장령,,003820,20230321,33335,대통령령,20230321,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248859&type=HTML&mobileYn=&efYd=20230321
249407,현행,헌신영예기장령 시행규칙,,007391,20230323,01110,국방부령,20230323,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249407&type=HTML&mobileYn=&efYd=20230323
235565,현행,헌정질서 파괴범죄의 공소시효 등에 관한 특례법,헌정범죄시효법,001119,20210924,18465,법률,20220701,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235565&type=HTML&mobileYn=&efYd=20220701
139905,현행,헤이그 국제아동탈취협약 이행에 관한 대법원규칙,,011850,20130501,02465,대법원규칙,20130501,/DRF/lawService.do?OC=sapphire_5&target=law&MST=139905&type=HTML&mobileYn=&efYd=20130501
130656,현행,헤이그 국제아동탈취협약 이행에 관한 법률,헤이그아동탈취법,011723,20121211,11529,법률,20130301,/DRF/lawService.do?OC=sapphire_5&target=law&MST=130656&type=HTML&mobileYn=&efYd=20130301
132928,현행,헤이그 국제아동탈취협약 이행에 관한 법률 시행규칙,헤이그아동탈취법 시행규칙,011774,20130228,00784,법무부령,20130301,/DRF/lawService.do?OC=sapphire_5&target=law&MST=132928&type=HTML&mobileYn=&efYd=20130301
251661,현행,혁신도시 조성 및 발전에 관한 특별법,혁신도시법,010372,20230609,19430,법률,20230710,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251661&type=HTML&mobileYn=&efYd=20230710
252463,현행,혁신도시 조성 및 발전에 관한 특별법 시행령,혁신도시법 시행령,010388,20230707,33621,대통령령,20230710,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252463&type=HTML&mobileYn=&efYd=20230710
239851,현행,혁신도시 조성 및 발전에 관한 특별법 시행규칙,혁신도시법 시행규칙,010387,20220121,01099,국토교통부령,20220121,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239851&type=HTML&mobileYn=&efYd=20220121
247951,현행,혁신의료기기 지원 및 관리 등에 관한 규칙,,013768,20230131,01861,총리령,20230131,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247951&type=HTML&mobileYn=&efYd=20230131
249725,현행,현충시설의 지정ㆍ관리 등에 관한 규정,,009305,20230411,33382,대통령령,20230605,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249725&type=HTML&mobileYn=&efYd=20230605
251503,현행,현충시설의 지정ㆍ관리 등에 관한 규정 시행규칙,,009304,20230605,00001,국가보훈부령,20230605,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251503&type=HTML&mobileYn=&efYd=20230605
238113,현행,혈액관리법,,001784,20211221,18626,법률,20230622,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238113&type=HTML&mobileYn=&efYd=20230622
250701,현행,혈액관리법 시행령,,005646,20230509,33454,대통령령,20230622,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250701&type=HTML&mobileYn=&efYd=20230622
244949,현행,혈액관리법 시행규칙,,008732,20221012,00913,보건복지부령,20221012,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244949&type=HTML&mobileYn=&efYd=20221012
210258,현행,협동연구개발촉진법,협동연구개발법,000760,20190827,16535,법률,20190827,/DRF/lawService.do?OC=sapphire_5&target=law&MST=210258&type=HTML&mobileYn=&efYd=20190827
244189,현행,협동연구개발촉진법 시행령,협동연구개발법 시행령,005647,20220809,32868,대통령령,20220809,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244189&type=HTML&mobileYn=&efYd=20220809
228069,현행,협동조합 기본법,,011528,20210105,17818,법률,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=228069&type=HTML&mobileYn=&efYd=20210105
251385,현행,협동조합 기본법 시행령,,011709,20230607,33498,대통령령,20230607,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251385&type=HTML&mobileYn=&efYd=20230607
236621,현행,협동조합 기본법 시행규칙,,011718,20211028,00867,기획재정부령,20211028,/DRF/lawService.do?OC=sapphire_5&target=law&MST=236621&type=HTML&mobileYn=&efYd=20211028
253323,현행,형법,,001692,20230808,19582,법률,20230808,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253323&type=HTML&mobileYn=&efYd=20230808
230161,현행,형사보상 및 명예회복에 관한 법률,형사보상법,001118,20210316,17936,법률,20210316,/DRF/lawService.do?OC=sapphire_5&target=law&MST=230161&type=HTML&mobileYn=&efYd=20210316
117324,현행,형사보상 및 명예회복에 관한 법률 시행령,형사보상법 시행령,005651,20110929,23160,대통령령,20111124,/DRF/lawService.do?OC=sapphire_5&target=law&MST=117324&type=HTML&mobileYn=&efYd=20111124
238257,현행,형사사법절차 전자화 촉진법,형사절차전자화법,011139,20211228,18653,법률,20211228,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238257&type=HTML&mobileYn=&efYd=20211228
241529,현행,형사사법절차 전자화 촉진법 시행령,형사절차전자화법 시행령,011196,20220405,32562,대통령령,20220405,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241529&type=HTML&mobileYn=&efYd=20220405
239175,현행,형사소송규칙,,005988,20211231,03016,대법원규칙,20220101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239175&type=HTML&mobileYn=&efYd=20220101
242053,현행,형사소송법,,001671,20220509,18862,법률,20220910,/DRF/lawService.do?OC=sapphire_5&target=law&MST=242053&type=HTML&mobileYn=&efYd=20220910
243591,현행,형사소송비용 등에 관한 규칙,,005989,20220630,03059,대법원규칙,20220701,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243591&type=HTML&mobileYn=&efYd=20220701
122990,현행,형사소송비용 등에 관한 법률,형사소송비용법,001114,20120210,11306,법률,20120210,/DRF/lawService.do?OC=sapphire_5&target=law&MST=122990&type=HTML&mobileYn=&efYd=20120210
237179,현행,형사전자소송 추진단 설치 및 운영에 관한 규칙,,014193,20211129,03006,대법원규칙,20220101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=237179&type=HTML&mobileYn=&efYd=20220101
205383,현행,형사 판결서 등의 열람 및 복사에 관한 규칙,,011731,20181204,02809,대법원규칙,20190101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=205383&type=HTML&mobileYn=&efYd=20190101
252635,현행,형의 실효 등에 관한 법률,형실효법,001129,20230706,19515,법률,20230706,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252635&type=HTML&mobileYn=&efYd=20230706
243667,현행,형의 실효 등에 관한 법률 시행령,형실효법 시행령,005652,20220705,32771,대통령령,20220705,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243667&type=HTML&mobileYn=&efYd=20220705
246593,현행,형의 집행 및 수용자의 처우에 관한 법률,형집행법,001668,20221227,19105,법률,20221227,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246593&type=HTML&mobileYn=&efYd=20221227
220647,현행,형의 집행 및 수용자의 처우에 관한 법률 시행령,형집행법 시행령,005630,20200805,30909,대통령령,20200805,/DRF/lawService.do?OC=sapphire_5&target=law&MST=220647&type=HTML&mobileYn=&efYd=20200805
240299,현행,형의 집행 및 수용자의 처우에 관한 법률 시행규칙,형집행법 시행규칙,010883,20220207,01022,법무부령,20220207,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240299&type=HTML&mobileYn=&efYd=20220207
243627,현행,형집행정지자관찰규정,,005653,20220630,32737,대통령령,20220701,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243627&type=HTML&mobileYn=&efYd=20220701
238075,현행,호스피스ㆍ완화의료 및 임종과정에 있는 환자의 연명의료결정에 관한 법률,연명의료결정법,012492,20211221,18627,법률,20220322,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238075&type=HTML&mobileYn=&efYd=20220322
246333,현행,호스피스ㆍ완화의료 및 임종과정에 있는 환자의 연명의료결정에 관한 법률 시행령,연명의료결정법 시행령,012903,20221220,33112,대통령령,20221220,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246333&type=HTML&mobileYn=&efYd=20221220
